,question,questiontype,keyword
868,"(what,PRON) (teams,NOUN) (did,VERB) (the,DET) (ex,X) (teamplayers,NOUN) (of,ADP) (lighthouse,NOUN) (boy,NOUN) (club,NOUN) (start,VERB) (their,PRON) (career,NOUN) (with,ADP) (?,.)",What,"teams, ex teamplayers, lighthouse boy club, start, career"
869,"(what,PRON) (teams,NOUN) (did,VERB) (the,DET) (ex,X) (teamplayers,NOUN) (of,ADP) (lighthouse,NOUN) (boy,NOUN) (club,NOUN) (start,VERB) (their,PRON) (career,NOUN) (with,ADP) (?,.)",What,"teams, ex teamplayers, lighthouse boy club, start, career"
870,"(who,PRON) (did,VERB) (the,DET) (vocals,NOUN) (on,ADP) (the,DET) (album,NOUN) (sabotage,VERB) (?,.)",WHO,"VOCALS ,ALBUM,SABOTAGE"
871,"(who,PRON) (did,VERB) (the,DET) (vocals,NOUN) (on,ADP) (the,DET) (album,NOUN) (sabotage,VERB) (?,.)",WHO,"VOCALS, ALBUM SABOTAGE"
872,"(where,ADV) (was,VERB) (the,DET) (deadbody,NOUN) (discovered,VERB) (of,ADP) (one,NUM) (of,ADP) (the,DET) (alumni,NOUN) (of,ADP) (general,PROPN,B-ORG)  (educational,PROPN,I-ORG)  (development,PROPN,E-ORG)  (?,.)",WHERE,"DEADBODY , ALUMNI  GENERAL EDUCATION"
873,"(where,ADV) (was,VERB) (the,DET) (deadbody,NOUN) (discovered,VERB) (of,ADP) (one,NUM) (of,ADP) (the,DET) (alumni,NOUN) (of,ADP) (general,PROPN,B-ORG)  (educational,PROPN,I-ORG)  (development,PROPN,E-ORG)  (?,.)",where was,"deadbody, discovered, one, alumni, general educational department"
874,"(when,ADV) (did,VERB) (madonna,NOUN) (and,CCONJ) (guy,NOUN) (richie,NOUN) (get,VERB) (divorced,VERB) (?,.)",When,"Madonna, Richie, divorced"
875,"(when,ADV) (did,VERB) (madonna,NOUN) (and,CCONJ) (guy,NOUN) (richie,NOUN) (get,VERB) (divorced,VERB) (?,.)",When,"Madonna, Guy Richie, divorced"
876,"(in,ADP) (which,PRON) (town,NOUN) (was,VERB) (the,DET) (assassin,NOUN) (of,ADP) (martin,PROPN) (luther,PROPN) (king,NOUN) (born,VERB) (?,.)",which,"town, assassin, martin luther king, born"
877,"(in,ADP) (which,PRON) (town,NOUN) (was,VERB) (the,DET) (assassin,NOUN) (of,ADP) (martin,PROPN) (luther,PROPN) (king,NOUN) (born,VERB) (?,.)",which,"town, assassin, martin luther king, born"
878,"(who,PRON) (is,VERB) (the,DET) (cover,NOUN) (artist,NOUN) (of,ADP) (doctor,PROPN,B-PER)  (mirabilis,PROPN,E-PER)  ((novel),NOUN) (?,.)",Who,"cover, artist ,Doctor Mirabilis"
879,"(who,PRON) (is,VERB) (the,DET) (cover,NOUN) (artist,NOUN) (of,ADP) (doctor,PROPN,B-PER)  (mirabilis,PROPN,E-PER)  ((novel),NOUN) (?,.)",WHO,"COVER ARTIST, NOVEL"
880,"(what,PRON) (is,VERB) (the,DET) (place,NOUN) (of,ADP) (birth,NOUN) (of,ADP) (the,DET) (michael,PROPN,B-MISC)  (marder,PROPN,E-MISC)  (which,PRON) (is,VERB) (also,ADV) (the,DET) (place,NOUN) (of,ADP) (death,NOUN) (of,ADP) (the,DET) (tigran,PROPN,B-MISC)  (?,.)",what,"place, birth, Michael Marder, also, place, death, Tigran Petrosian"
881,"(what,PRON) (is,VERB) (the,DET) (place,NOUN) (of,ADP) (birth,NOUN) (of,ADP) (the,DET) (michael,PROPN,B-MISC)  (marder,PROPN,E-MISC)  (which,PRON) (is,VERB) (also,ADV) (the,DET) (place,NOUN) (of,ADP) (death,NOUN) (of,ADP) (the,DET) (tigran,PROPN,B-MISC)  (?,.)",what,"place, birth, michael marder, also, place, death, tigran petrosian"
882,"(which,PRON) (anti-apartheid,ADJ) (activist,NOUN) (was,VERB) (born,VERB) (in,ADP) (mvezo,PROPN) (?,.)",WHICH,"BORN,MVEZO.ANTI-APARTHEID"
883,"(which,PRON) (anti-apartheid,ADJ) (activist,NOUN) (was,VERB) (born,VERB) (in,ADP) (mvezo,PROPN) (?,.)",which,"anti-apartheid, activist, born, mvezo"
884,"(who,PRON) (is,VERB) (married,ADJ) (to,ADP) (tony,PROPN,B-PER)  (?,.)",Who,"married, Tony Ramo"
885,"(who,PRON) (is,VERB) (married,ADJ) (to,ADP) (tony,PROPN,B-PER)  (?,.)",who,"married, tony ramp"
886,"(how,ADV) (many,ADJ) (golden,ADJ) (globe,NOUN) (awards,NOUN) (did,VERB) (the,DET) (daughter,NOUN) (of,ADP) (henry,PROPN) (fonda,NOUN) (win,VERB) (?,.)",How many,"Golden Globe, Henry Fonda, daughter, win"
887,"(how,ADV) (many,ADJ) (golden,ADJ) (globe,NOUN) (awards,NOUN) (did,VERB) (the,DET) (daughter,NOUN) (of,ADP) (henry,PROPN) (fonda,NOUN) (win,VERB) (?,.)",How many,"golden globe awards, daughter, henry fonda, win"
888,"(which,PRON) (city,NOUN) (does,VERB) (the,DET) (first,ADJ) (person,NOUN) (to,PART) (climb,VERB) (all,DET) (14,NUM) (eight-thousanders,NOUN) (come,VERB) (from,ADP) (?,.)",Which,"city, first, person, climb, all, 14 eight-thousanders, from"
889,"(which,PRON) (city,NOUN) (does,VERB) (the,DET) (first,ADJ) (person,NOUN) (to,PART) (climb,VERB) (all,DET) (14,NUM) (eight-thousanders,NOUN) (come,VERB) (from,ADP) (?,.)",Which,"city, first person, climb, 14 eight-thousanders"
890,"(what,PRON) (is,VERB) (the,DET) (leader,NOUN) (name,NOUN) (of,ADP) (the,DET) (settlements,NOUN) (whose,PRON) (governing,VERB) (body,NOUN) (is,VERB) (municipal,PROPN) (council,NOUN) (?,.)",What,"leader name of the settlements ,governing body, Municipal council"
891,"(what,PRON) (is,VERB) (the,DET) (leader,NOUN) (name,NOUN) (of,ADP) (the,DET) (settlements,NOUN) (whose,PRON) (governing,VERB) (body,NOUN) (is,VERB) (municipal,PROPN) (council,NOUN) (?,.)",WHAT,"LEADER,BODY IS MUNICIPAL COUNCIL"
892,"(who,PRON) (is,VERB) (the,DET) (wife,NOUN) (of,ADP) (the,DET) (creator,NOUN) (of,ADP) (the,DET) (césar,PROPN,B-MISC)  (award,PROPN,E-MISC)  (?,.)",Who,"wife, creator, César Award"
893,"(who,PRON) (is,VERB) (the,DET) (wife,NOUN) (of,ADP) (the,DET) (creator,NOUN) (of,ADP) (the,DET) (césar,PROPN,B-MISC)  (award,PROPN,E-MISC)  (?,.)",Who,"wife, creator, César Award"
894,"(was,VERB) (quee,X) (macarthur,X) (a,DET) (member,NOUN) (of,ADP) (queen,NOUN) (?,.)",was,"quee macarthur, member, queen"
895,"(was,VERB) (quee,X) (macarthur,X) (a,DET) (member,NOUN) (of,ADP) (queen,NOUN) (?,.)",Was,"quee macarthur, member, queen"
896,"(how,ADV) (many,ADJ) (states,NOUN) (are,VERB) (in,ADP) (the,DET) (mediterranean,PROPN,B-ORG)  (basketball,PROPN,I-ORG)  (association,PROPN,E-ORG)  (?,.)",How many,"states, Mediterranean Basketball Association"
897,"(how,ADV) (many,ADJ) (states,NOUN) (are,VERB) (in,ADP) (the,DET) (mediterranean,PROPN,B-ORG)  (basketball,PROPN,I-ORG)  (association,PROPN,E-ORG)  (?,.)",How many,"states, in, Mediterranean Basketball Association"
898,"(name,VERB) (the,DET) (co-founder,NOUN) (of,ADP) (the,DET) (record,NOUN) (labels,NOUN) (which,PRON) (have,VERB) (one,NUM) (of,ADP) (the,DET) (founder,NOUN) (as,ADP) (chris,PROPN,B-PER)  (dubois,PROPN,E-PER)  (?,.)",Name,"co-founder , record, labels ,which  ,founder , Chris DuBois"
899,"(name,VERB) (the,DET) (co-founder,NOUN) (of,ADP) (the,DET) (record,NOUN) (labels,NOUN) (which,PRON) (have,VERB) (one,NUM) (of,ADP) (the,DET) (founder,NOUN) (as,ADP) (chris,PROPN,B-PER)  (dubois,PROPN,E-PER)  (?,.)",Name,"co-founder, record labels, founder, Chris DuBois"
900,"(did,VERB) (napoleon's,PROPN,S-PER)  (first,ADJ) (wife,NOUN) (die,VERB) (in,ADP) (france,PROPN,S-LOC)  (?,.)",Yes/No,"Napoleon's wife,die,france"
901,"(did,VERB) (napoleon's,PROPN,S-PER)  (first,ADJ) (wife,NOUN) (die,VERB) (in,ADP) (france,PROPN,S-LOC)  (?,.)",Yes or no,"Napoleon, first wife, die, France"
902,"(who,PRON) (is,VERB) (the,DET) (common,ADJ) (prime,ADJ) (minster,NOUN) (of,ADP) (william,PROPN,B-PER)  (deaner,PROPN,E-PER)  (and,CCONJ) (mark,VERB) (latham,PROPN,S-PER)  (?,.)",who is,"prime minister, william deaner,mark latham"
903,"(who,PRON) (is,VERB) (the,DET) (common,ADJ) (prime,ADJ) (minster,NOUN) (of,ADP) (william,PROPN,B-PER)  (deaner,PROPN,E-PER)  (and,CCONJ) (mark,VERB) (latham,PROPN,S-PER)  (?,.)",Who,"prime minister, William Deaner, Mark Latham"
904,"(in,ADP) (which,PRON) (countries,NOUN) (is,VERB) (coconut,NOUN) (used,VERB) (as,ADP) (a,DET) (food,NOUN) (ingredient,NOUN) (?,.)",in which,"countries, coconut, food ingredient"
905,"(in,ADP) (which,PRON) (countries,NOUN) (is,VERB) (coconut,NOUN) (used,VERB) (as,ADP) (a,DET) (food,NOUN) (ingredient,NOUN) (?,.)",list,"countries,coconut,ingredient"
906,"(how,ADV) (old,ADJ) (is,VERB) (james,PROPN,B-PER)  (bond,PROPN,E-PER)  (in,ADP) (the,DET) (latest,ADJ) (bond,PROPN,E-PER)  (book,NOUN) (by,ADP) (william,PROPN,B-PER)  (boyd,PROPN,E-PER)  (?,.)",How,"James bond,Bond book,William boyd"
907,"(how,ADV) (old,ADJ) (is,VERB) (james,PROPN,B-PER)  (bond,PROPN,E-PER)  (in,ADP) (the,DET) (latest,ADJ) (bond,PROPN,E-PER)  (book,NOUN) (by,ADP) (william,PROPN,B-PER)  (boyd,PROPN,E-PER)  (?,.)",How,"old, James Bond, Latest, Bond, Book, William Boyd"
908,"(who,PRON) (wrote,VERB) (the,DET) (singles,NOUN) (on,ADP) (the,DET) (main,PROPN,B-MISC)  (course,PROPN,E-MISC)  (?,.)",Who,"wrote, singles, Main Course"
909,"(who,PRON) (wrote,VERB) (the,DET) (singles,NOUN) (on,ADP) (the,DET) (main,PROPN,B-MISC)  (course,PROPN,E-MISC)  (?,.)",Who,"wrote, singles, Main Course"
910,"(how,ADV) (many,ADJ) (people,NOUN) (have,VERB) (worked,VERB) (for,ADP) (teams,NOUN) (chaired,VERB) (by,ADP) (patricia,PROPN,B-PER)  (amorim,PROPN,E-PER)  (?,.)",how many,"people, worked, teams, chaired, Patricia Amorim"
911,"(how,ADV) (many,ADJ) (people,NOUN) (have,VERB) (worked,VERB) (for,ADP) (teams,NOUN) (chaired,VERB) (by,ADP) (patricia,PROPN,B-PER)  (amorim,PROPN,E-PER)  (?,.)",How,"worked, teams, chaired, Patricia Amorim"
912,"(what,PRON) (is,VERB) (the,DET) (parent,NOUN) (company,NOUN) (of,ADP) (company,NOUN) (which,PRON) (owns,VERB) (sony,PROPN,B-ORG)  (bank,PROPN,E-ORG)  (?,.)",What,"parent company, owns, Sony Bank"
913,"(what,PRON) (is,VERB) (the,DET) (parent,NOUN) (company,NOUN) (of,ADP) (company,NOUN) (which,PRON) (owns,VERB) (sony,PROPN,B-ORG)  (bank,PROPN,E-ORG)  (?,.)",what,"parent company of company, owns, Sony Bank"
914,"(what,PRON) (eating,NOUN) (disorder,NOUN) (is,VERB) (characterized,VERB) (by,ADP) (an,DET) (appetite,NOUN) (for,ADP) (substances,NOUN) (such,ADJ) (as,ADP) (clay,NOUN) (and,CCONJ) (sand,NOUN) (?,.)",What,"eating disorder, characterized, appetite, substances, clay, sand"
915,"(what,PRON) (eating,NOUN) (disorder,NOUN) (is,VERB) (characterized,VERB) (by,ADP) (an,DET) (appetite,NOUN) (for,ADP) (substances,NOUN) (such,ADJ) (as,ADP) (clay,NOUN) (and,CCONJ) (sand,NOUN) (?,.)",What,"eating, disorder, appetite, substances"
916,"(what,PRON) (is,VERB) (the,DET) (longest,ADJ) (song,NOUN) (by,ADP) (john,PROPN) (cage,NOUN) (?,.)",what,"longest song, john cage"
917,"(what,PRON) (is,VERB) (the,DET) (longest,ADJ) (song,NOUN) (by,ADP) (john,PROPN) (cage,NOUN) (?,.)",what,"longest, song,  john cage"
918,"(state,NOUN) (the,DET) (religion,NOUN) (of,ADP) (the,DET) (person,NOUN) (known,VERB) (for,ADP) (people's,PROPN,B-ORG)  (bank,PROPN,I-ORG)  ((sri,PROPN,I-ORG)  (lanka),PROPN,E-ORG)  (?,.)",What,"religion, person, known for, People's Bank, Sri Lanka"
919,"(state,NOUN) (the,DET) (religion,NOUN) (of,ADP) (the,DET) (person,NOUN) (known,VERB) (for,ADP) (people's,PROPN,B-ORG)  (bank,PROPN,I-ORG)  ((sri,PROPN,I-ORG)  (lanka),PROPN,E-ORG)  (?,.)",State,"religion, person, People's Bank, Sri Lanka"
920,"(how,ADV) (old,ADJ) (was,VERB) (steve,PROPN) (jobs',PROPN) (sister,NOUN) (when,ADV) (she,PRON) (first,ADV) (met,VERB) (him,PRON) (?,.)",How old,"Steve Jobs', sister, first meeting"
921,"(how,ADV) (old,ADJ) (was,VERB) (steve,PROPN) (jobs',PROPN) (sister,NOUN) (when,ADV) (she,PRON) (first,ADV) (met,VERB) (him,PRON) (?,.)",How,"old, steve jobs, sister, first, met"
922,"(what,PRON) (is,VERB) (the,DET) (native,ADJ) (city,NOUN) (of,ADP) (hollywood's,PROPN,S-LOC)  (highest-paid,ADJ) (actress,NOUN) (?,.)",What,"native city, Hollywood's, highest-paid actress"
923,"(what,PRON) (is,VERB) (the,DET) (native,ADJ) (city,NOUN) (of,ADP) (hollywood's,PROPN,S-LOC)  (highest-paid,ADJ) (actress,NOUN) (?,.)",What,"native, city, Hollywood's, Highest-paid, Actress"
924,"(to,ADP) (which,PRON) (us,PROPN,S-LOC)  (states,NOUN) (does,VERB) (the,DET) (roads,NOUN) (belong,VERB) (which,PRON) (meet,VERB) (at,ADP) (the,DET) (east,PROPN,B-LOC)  (whiteland,PROPN,I-LOC)  (township,PROPN,E-LOC)  (in,ADP) (pennsylvania,PROPN,S-LOC)  (?,.)",which,"US states, roads, East Whiteland Township, Pennsylvania"
925,"(to,ADP) (which,PRON) (us,PROPN,S-LOC)  (states,NOUN) (does,VERB) (the,DET) (roads,NOUN) (belong,VERB) (which,PRON) (meet,VERB) (at,ADP) (the,DET) (east,PROPN,B-LOC)  (whiteland,PROPN,I-LOC)  (township,PROPN,E-LOC)  (in,ADP) (pennsylvania,PROPN,S-LOC)  (?,.)",which,"US states , roads, East Whiteland Township, Pennsylvania"
926,"(in,ADP) (which,PRON) (city,NOUN) (does,VERB) (the,DET) (sports,NOUN) (commentator,NOUN) (know,VERB) (as,ADP) (memory,PROPN) (man,PROPN) (live,VERB) (?,.)",Which,"sports commentador,Memory man live,know"
927,"(in,ADP) (which,PRON) (city,NOUN) (does,VERB) (the,DET) (sports,NOUN) (commentator,NOUN) (know,VERB) (as,ADP) (memory,PROPN) (man,PROPN) (live,VERB) (?,.)",In Which,"city, sports commentator, Memory Man"
928,"(name,VERB) (all,DET) (sitcoms,NOUN) (whose,PRON) (theme,NOUN) (music,NOUN) (is,VERB) (made,VERB) (by,ADP) (miley,PROPN,B-PER)  (cyrus,PROPN,E-PER)  (?,.)",Name,"sitcoms, music, Miley Cyrus"
929,"(name,VERB) (all,DET) (sitcoms,NOUN) (whose,PRON) (theme,NOUN) (music,NOUN) (is,VERB) (made,VERB) (by,ADP) (miley,PROPN,B-PER)  (cyrus,PROPN,E-PER)  (?,.)",Name,"sitcoms ,theme music,Miley Cyrus"
930,"(which,PRON) (compilations,NOUN) (does,VERB) (the,DET) (song,NOUN) (waterloo,NOUN) (by,ADP) (abba,NOUN) (appear,VERB) (on,ADP) (?,.)",which,"compilations, song, waterloo, abba, appear"
931,"(which,PRON) (compilations,NOUN) (does,VERB) (the,DET) (song,NOUN) (waterloo,NOUN) (by,ADP) (abba,NOUN) (appear,VERB) (on,ADP) (?,.)",which,"compilations, song, waterloo, abba, appear"
932,"(which,PRON) (building,NOUN) (owned,VERB) (by,ADP) (the,DET) (bank,NOUN) (of,ADP) (america,PROPN) (was,VERB) (featured,VERB) (in,ADP) (the,DET) (tv,NOUN) (series,NOUN) (megastructures,NOUN) (?,.)",which,"building, bank of america, featured, megastructures"
933,"(which,PRON) (building,NOUN) (owned,VERB) (by,ADP) (the,DET) (bank,NOUN) (of,ADP) (america,PROPN) (was,VERB) (featured,VERB) (in,ADP) (the,DET) (tv,NOUN) (series,NOUN) (megastructures,NOUN) (?,.)",Which,"owned,bank of america,featured,tv series,megastructures"
934,"(how,ADV) (many,ADJ) (children,NOUN) (does,VERB) (the,DET) (actor,NOUN) (who,PRON) (plays,VERB) (dan,PROPN,B-PER)  (white,PROPN,E-PER)  (in,ADP) (milk,PROPN) (have,VERB) (?,.)",HOW,"CHILDREN,DAN WHITE MILK"
935,"(how,ADV) (many,ADJ) (children,NOUN) (does,VERB) (the,DET) (actor,NOUN) (who,PRON) (plays,VERB) (dan,PROPN,B-PER)  (white,PROPN,E-PER)  (in,ADP) (milk,PROPN) (have,VERB) (?,.)",How many,"children, actor, Dan White, Milk"
936,"(list,VERB) (all,DET) (the,DET) (battles,NOUN) (commanded,VERB) (by,ADP) (the,DET) (lover,NOUN) (of,ADP) (?,.)",LIST,"BATTLE, COMMANDED, LOVER, CLEOPATRA"
937,"(list,VERB) (all,DET) (the,DET) (battles,NOUN) (commanded,VERB) (by,ADP) (the,DET) (lover,NOUN) (of,ADP) (?,.)",list,"battles, commanded, lover, cleopatra"
938,"(how,ADV) (many,ADJ) (versions,NOUN) (of,ADP) (the,DET) (song,NOUN) (smells,VERB) (like,ADP) (teen,NOUN) (spirit,NOUN) (are,VERB) (there,ADV) (?,.)",how many,"songs, smell like teen spirit, versions"
939,"(how,ADV) (many,ADJ) (versions,NOUN) (of,ADP) (the,DET) (song,NOUN) (smells,VERB) (like,ADP) (teen,NOUN) (spirit,NOUN) (are,VERB) (there,ADV) (?,.)",How many,"versions, song, smells, like,teen, spirit"
940,"(list,VERB) (all,DET) (the,DET) (children,NOUN) (of,ADP) (barbara,PROPN,B-PER)  (bush,PROPN,E-PER)  (?,.)",List,"children, Barbara Bush"
941,"(list,VERB) (all,DET) (the,DET) (children,NOUN) (of,ADP) (barbara,PROPN,B-PER)  (bush,PROPN,E-PER)  (?,.)",List,"children, Barbara Bush"
942,"(gaborone,PROPN) (is,VERB) (the,DET) (capital,NOUN) (of,ADP) (which,PRON) (country,NOUN) (member,NOUN) (of,ADP) (the,DET) (african,ADJ) (union,NOUN) (?,.)",which,"gaborone, capital, country, african union"
943,"(gaborone,PROPN) (is,VERB) (the,DET) (capital,NOUN) (of,ADP) (which,PRON) (country,NOUN) (member,NOUN) (of,ADP) (the,DET) (african,ADJ) (union,NOUN) (?,.)",Which,"Gaborone, capital, country, member, african union"
944,"(which,PRON) (city's,NOUN) (neighboring,VERB) (municipalities,NOUN) (are,VERB) (lancy,PROPN,S-ORG)  (and,CCONJ) (pregny-chambsy,PROPN,S-LOC)  (?,.)",Which,"city, neighboring municipalities, lancy, pregny-chambsy"
945,"(which,PRON) (city's,NOUN) (neighboring,VERB) (municipalities,NOUN) (are,VERB) (lancy,PROPN,S-ORG)  (and,CCONJ) (pregny-chambsy,PROPN,S-LOC)  (?,.)",Which,"city, neighbouring, muncipalities, lancy, Pregny-Chambsy"
946,"(name,VERB) (the,DET) (notable,ADJ) (work,NOUN) (by,ADP) (russell,PROPN,B-PER)  (t,PROPN,I-PER)  (davis,PROPN,E-PER)  (which,PRON) (is,VERB) (also,ADV) (the,DET) (series,NOUN) (of,ADP) (doctor,PROPN,B-MISC)  (who:destiny,PROPN,I-MISC)  (of,ADP) (the,DET) (doctors,PROPN,E-MISC)  (?,.)","which, Who","Name, notable, work, ""Russell T Davis"", series, Doctor, Destiny, Doctors"
947,"(name,VERB) (the,DET) (notable,ADJ) (work,NOUN) (by,ADP) (russell,PROPN,B-PER)  (t,PROPN,I-PER)  (davis,PROPN,E-PER)  (which,PRON) (is,VERB) (also,ADV) (the,DET) (series,NOUN) (of,ADP) (doctor,PROPN,B-MISC)  (who:destiny,PROPN,I-MISC)  (of,ADP) (the,DET) (doctors,PROPN,E-MISC)  (?,.)",Name,"work, Russel T. Davis, series, Doctor Who: Destiny of the Doctors"
948,"(which,PRON) (home,NOUN) (town,NOUN) (of,ADP) (pavel,PROPN,B-PER)  (moroz,PROPN,E-PER)  (is,VERB) (the,DET) (death,NOUN) (location,NOUN) (of,ADP) (the,DET) (yakov,PROPN,B-PER)  (estrin,PROPN,E-PER)  (?,.)",Which,"Home town, Pavel Moroz, death location, Yakov Estrin"
949,"(which,PRON) (home,NOUN) (town,NOUN) (of,ADP) (pavel,PROPN,B-PER)  (moroz,PROPN,E-PER)  (is,VERB) (the,DET) (death,NOUN) (location,NOUN) (of,ADP) (the,DET) (yakov,PROPN,B-PER)  (estrin,PROPN,E-PER)  (?,.)",which,"home town, pavel Moroz, Yakov Estrin"
950,"(what,PRON) (is,VERB) (the,DET) (country,NOUN) (whose,PRON) (speaker,NOUN) (of,ADP) (the,DET) (dewan,PROPN,B-ORG)  (rakyat,PROPN,E-ORG)  (is,VERB) (pandikar,PROPN,B-PER)  (amin,PROPN,I-PER)  (mulia,PROPN,E-PER)  (?,.)",what,"Country, Speaker, Dewan Rakyat, Pandikar Amin Mulia"
951,"(what,PRON) (is,VERB) (the,DET) (country,NOUN) (whose,PRON) (speaker,NOUN) (of,ADP) (the,DET) (dewan,PROPN,B-ORG)  (rakyat,PROPN,E-ORG)  (is,VERB) (pandikar,PROPN,B-PER)  (amin,PROPN,I-PER)  (mulia,PROPN,E-PER)  (?,.)",what,"country, speaker of the Dewan Rakyat, Pandikar Amin Mulia"
952,"(how,ADV) (many,ADJ) (children,NOUN) (did,VERB) (john,PROPN) (lennon,PROPN) (have,VERB) (?,.)",HOW MANY,"CHILDREN, JOHN LENNON"
953,"(how,ADV) (many,ADJ) (children,NOUN) (did,VERB) (john,PROPN) (lennon,PROPN) (have,VERB) (?,.)",How Many,"children, john lennon, have"
954,"(how,ADV) (old,ADJ) (is,VERB) (james,NOUN) (bond,NOUN) (in,ADP) (the,DET) (latest,ADJ) (bond,NOUN) (book,NOUN) (by,ADP) (william,PROPN) (boyd,NOUN) (?,.)",how,"old, James Bond, latest bond book, william boyd"
955,"(how,ADV) (old,ADJ) (is,VERB) (james,NOUN) (bond,NOUN) (in,ADP) (the,DET) (latest,ADJ) (bond,NOUN) (book,NOUN) (by,ADP) (william,PROPN) (boyd,NOUN) (?,.)",how,"old,james bond,latest ,bond ,book ,william boyd"
956,"(who,PRON) (oarent,ADJ) (organization,NOUN) (of,ADP) (get,VERB,B-ORG)  (tv,NOUN,E-ORG)  (is,VERB) (also,ADV) (the,DET) (label,NOUN) (provider,NOUN) (of,ADP) (i,PRON) (pray,VERB) (on,ADP) (christmas,PROPN) (?,.)",Who,"oarent, Get TV,  label provider, I Pray on CHristmas"
957,"(who,PRON) (oarent,ADJ) (organization,NOUN) (of,ADP) (get,VERB,B-ORG)  (tv,NOUN,E-ORG)  (is,VERB) (also,ADV) (the,DET) (label,NOUN) (provider,NOUN) (of,ADP) (i,PRON) (pray,VERB) (on,ADP) (christmas,PROPN) (?,.)",Who,"oarent organization,Get TV,label provider, I Pray on CHristmas"
958,"(under,ADP) (which,PRON) (pseudonym,NOUN) (did,VERB) (charles,PROPN,B-PER)  (dickens,PROPN,E-PER)  (write,VERB) (some,DET) (of,ADP) (his,PRON) (books,NOUN) (?,.)",Which,"pseudonym, charles dickens, write, books"
959,"(under,ADP) (which,PRON) (pseudonym,NOUN) (did,VERB) (charles,PROPN,B-PER)  (dickens,PROPN,E-PER)  (write,VERB) (some,DET) (of,ADP) (his,PRON) (books,NOUN) (?,.)",What,"Pseudonym, Charles Dickens, write"
960,"(which,PRON) (bands,NOUN) (was,VERB) (robbie,NOUN) (williams,NOUN) (a,DET) (member,NOUN) (of,ADP) (?,.)",which,"bands, robbie williams, member"
961,"(which,PRON) (bands,NOUN) (was,VERB) (robbie,NOUN) (williams,NOUN) (a,DET) (member,NOUN) (of,ADP) (?,.)",which,"bands , robbie , williams , member"
962,"(what,PRON) (eating,NOUN) (disorder,NOUN) (is,VERB) (characterized,VERB) (by,ADP) (an,DET) (appetite,NOUN) (for,ADP) (substances,NOUN) (such,ADJ) (as,ADP) (clay,NOUN) (and,CCONJ) (sand,NOUN) (?,.)",what,"disorder, characterized, substances, clay"
963,"(what,PRON) (eating,NOUN) (disorder,NOUN) (is,VERB) (characterized,VERB) (by,ADP) (an,DET) (appetite,NOUN) (for,ADP) (substances,NOUN) (such,ADJ) (as,ADP) (clay,NOUN) (and,CCONJ) (sand,NOUN) (?,.)",What,"eating disorder, characterized, appetite, substances, clay, sand"
964,"(from,ADP) (what,PRON) (countries,NOUN) (have,VERB) (people,NOUN) (participated,VERB) (in,ADP) (the,DET) (excelsior,PROPN,B-MISC)  (stakes,PROPN,E-MISC)  (?,.)",WHAT,"COUNTRIES, PEOPLE, PARTICIPATED, EXCELSIOR STAKES"
965,"(from,ADP) (what,PRON) (countries,NOUN) (have,VERB) (people,NOUN) (participated,VERB) (in,ADP) (the,DET) (excelsior,PROPN,B-MISC)  (stakes,PROPN,E-MISC)  (?,.)",From what,"people,participated,Excelsor Stakes"
966,"(the,DET) (home,NOUN) (of,ADP) (the,DET) (mona,PROPN,B-LOC)  (lisa,PROPN,E-LOC)  (is,VERB) (a,DET) (landmark,NOUN) (of,ADP) (which,PRON) (city,NOUN) (?,.)",Which,"city, home of, Mona Lisa"
967,"(the,DET) (home,NOUN) (of,ADP) (the,DET) (mona,PROPN,B-LOC)  (lisa,PROPN,E-LOC)  (is,VERB) (a,DET) (landmark,NOUN) (of,ADP) (which,PRON) (city,NOUN) (?,.)",Which,"Home, Mona Lisa, landmark, city"
968,"(since,ADP) (when,ADV) (does,VERB) (scattered,VERB) (earth,NOUN) (exist,VERB) (?,.)",When,"scattered earth, exist"
969,"(since,ADP) (when,ADV) (does,VERB) (scattered,VERB) (earth,NOUN) (exist,VERB) (?,.)",when,"scattered, earth"
970,"(what,PRON) (is,VERB) (the,DET) (native,ADJ) (city,NOUN) (of,ADP) (hollywood's,NOUN) (highest-paid,ADJ) (actress,NOUN) (?,.)",what,"native, Hollywood's, highest-paid, actress"
971,"(what,PRON) (is,VERB) (the,DET) (native,ADJ) (city,NOUN) (of,ADP) (hollywood's,NOUN) (highest-paid,ADJ) (actress,NOUN) (?,.)",what,"native city,hollywood's,highest-paid,actress"
972,"(who,PRON) (wrote,VERB) (the,DET) (frost,ADJ) (king,NOUN) (?,.)",who,"wrote, frost, king"
973,"(who,PRON) (wrote,VERB) (the,DET) (frost,ADJ) (king,NOUN) (?,.)",Who,"wrote,frost king"
974,"(when,ADV) (were,VERB) (the,DET) (vertigos,NOUN) (founded,VERB) (?,.)",when,"vertigos,founded"
975,"(when,ADV) (were,VERB) (the,DET) (vertigos,NOUN) (founded,VERB) (?,.)",when,"vertigos, founded"
976,"(what,PRON) (are,VERB) (the,DET) (largest,ADJ) (cities,NOUN) (in,ADP) (each,DET) (of,ADP) (the,DET) (destinations,NOUN) (of,ADP) (transtar,PROPN,B-ORG)  (airlines,PROPN,E-ORG)  (?,.)",WHAT,"DESTINATIONS, TRANSTAR AIRLINES"
